day_of_week,hour,service_type,queue_length,people_arriving,people_served,active_counters,staff_available,average_service_time,capacity,holiday,current_crowd,future_crowd,year,month,day
4,21,0,319,4,0,1,3,9.456207940648849,1,0,323,330,2025,3,13
5,18,1,377,7,3,5,7,13.326598616681904,4,0,384,390,2025,4,8
3,5,1,2,0,0,2,4,13.445843976909448,1,0,2,2,2025,1,5
4,7,0,51,4,0,1,2,9.749696767855092,1,0,55,59,2025,12,11
1,13,1,235,1,1,3,3,12.47282618022012,2,0,236,236,2025,10,13
6,23,2,335,3,3,3,5,7.131958091241367,4,0,338,339,2025,4,16
2,0,2,0,4,4,4,6,8.28379824665129,5,0,4,7,2025,10,18
3,14,1,88,6,2,3,3,11.508253060264211,3,0,94,101,2025,4,27
6,9,1,78,3,2,3,3,11.32669719440301,3,0,81,82,2025,8,13
1,19,3,336,4,2,2,4,5.993616470447695,3,0,340,341,2025,7,28
6,22,1,384,3,2,4,4,13.87306006855319,3,0,387,386,2025,9,17
1,10,2,67,16,3,3,3,6.849800233787684,4,0,83,99,2025,5,5
3,7,3,0,1,7,4,5,4.38144744679807,9,0,1,0,2025,12,7
0,15,2,247,3,2,2,3,6.713598746233276,3,0,250,249,2025,1,3
4,11,2,120,7,6,5,5,7.095623111139335,7,0,127,128,2025,4,17
5,23,1,454,4,1,3,5,12.251267847512349,2,1,458,462,2025,9,30
3,16,1,96,8,1,2,2,10.79645973293848,2,0,104,108,2025,6,8
3,18,2,85,1,3,4,5,7.310515604212997,5,0,86,85,2025,3,30
0,20,1,316,4,0,1,3,12.894648271054272,1,0,320,322,2025,4,11
1,10,0,77,9,0,1,3,9.39774572253875,1,0,86,93,2025,7,21
2,2,2,1,4,3,3,4,7.626936409818609,4,0,5,4,2025,6,21
1,1,0,17,3,1,2,2,10.370497029185394,2,0,20,19,2025,4,7
6,10,1,103,3,3,4,4,9.58585485400399,4,0,106,107,2025,10,22
2,7,2,0,2,2,3,3,8.730041439359361,3,0,2,0,2025,1,4
2,13,3,76,2,2,1,3,3.060926455592079,3,0,78,80,2025,9,13
4,14,0,197,5,5,5,5,8.354142740192373,6,0,202,203,2025,5,8
5,9,2,86,14,0,1,3,7.97182777266259,1,0,100,112,2025,6,17
2,19,0,74,2,2,3,5,10.36214696667105,3,0,76,74,2025,7,5
2,4,1,0,0,0,1,2,13.243112807019369,1,0,0,0,2025,1,11
1,23,3,325,2,4,4,5,8.410873217036885,5,0,327,328,2025,11,17
3,16,1,104,6,2,3,3,10.464738104282036,3,0,110,117,2025,2,16
5,8,2,62,4,3,3,5,7.465107314643382,4,0,66,67,2025,4,8
5,8,3,62,3,3,3,3,7.497397051063288,4,0,65,63,2025,4,8
0,13,2,258,6,5,4,5,6.828913754475954,6,0,264,265,2025,9,19
0,6,0,22,1,3,3,4,8.275332011554271,4,0,23,21,2025,5,2
1,5,2,32,1,5,5,5,8.689078142873806,6,0,33,31,2025,8,25
6,9,3,75,10,12,5,7,3.139617133546861,16,0,85,81,2025,2,26
0,0,3,0,4,11,5,5,3.702903575086989,14,0,4,0,2025,4,11
2,18,0,55,3,3,5,7,11.970947493853606,4,0,58,56,2025,2,22
3,5,0,0,6,6,5,5,6.79956896161632,7,0,6,3,2025,9,14
6,12,1,173,5,1,3,5,13.278166979252322,2,0,178,179,2025,11,5
0,16,1,294,5,3,4,5,10.93646511307933,4,0,299,301,2025,11,28
4,22,1,358,2,0,1,1,13.417558349495092,1,0,360,363,2025,1,23
0,1,0,19,5,2,3,3,9.96832244609328,3,0,24,25,2025,2,14
0,14,1,184,7,4,5,7,10.663821032956266,5,0,191,196,2025,6,13
0,9,2,71,9,7,5,6,6.467303230098018,8,0,80,83,2025,4,18
5,9,0,48,7,1,2,4,8.1805114224688,2,0,55,61,2025,1,7
0,1,1,21,4,6,5,6,7.597531639302033,7,0,25,22,2025,5,23
3,0,1,0,0,3,5,5,12.45034862043561,4,0,0,0,2025,1,26
0,10,1,82,7,3,5,7,13.749292310692775,4,0,89,90,2025,10,3
1,21,1,296,3,1,3,3,14.687556320653618,2,0,299,302,2025,1,27
1,16,1,244,7,2,4,4,12.322096196337494,3,0,251,254,2025,2,17
5,19,1,328,7,1,2,3,13.007437263986269,2,0,335,338,2025,2,18
4,17,3,346,10,2,2,3,6.46840548701919,3,0,356,363,2025,8,28
0,4,0,44,4,0,1,3,9.469533460130714,1,0,48,51,2025,1,31
5,1,1,12,4,3,5,7,12.44013902817912,4,0,16,20,2025,10,21
1,3,0,48,2,1,3,5,12.403201604621962,2,0,50,48,2025,5,26
2,18,3,93,3,4,4,5,6.823260033746436,6,0,96,94,2025,10,18
2,7,0,2,2,5,5,5,8.743863428931824,6,0,4,3,2025,3,1
5,17,1,267,10,4,5,7,10.820492934280631,5,0,277,282,2025,2,11
4,23,2,358,4,2,2,2,6.3474210287695625,3,0,362,367,2025,4,17
2,18,1,109,1,3,5,6,10.089846206557588,5,0,110,111,2025,6,14
2,6,1,1,4,3,4,4,9.452355544047467,4,0,5,7,2025,10,4
0,4,2,32,4,0,1,1,7.726733216128483,1,0,36,42,2025,3,21
1,7,0,27,4,1,2,4,11.654573178853814,2,0,31,34,2025,10,6
4,0,2,8,2,3,4,6,7.486663276691581,5,0,10,7,2025,7,31
3,5,2,2,3,1,1,3,4.664073267320834,2,0,5,7,2025,1,19
4,17,1,324,10,1,2,4,12.403955034377374,2,0,334,340,2025,10,9
3,2,1,2,3,1,2,2,12.15356585411484,2,0,5,6,2025,4,27
1,7,1,52,2,0,1,2,10.614340713006031,1,0,54,54,2025,9,29
1,8,1,20,4,4,5,7,10.517222135418002,5,0,24,27,2025,4,14
2,0,1,0,2,3,5,6,12.2351618796966,4,0,2,1,2025,6,21
2,15,1,101,5,2,4,5,12.003993127307517,3,0,106,108,2025,11,15
4,17,1,273,0,1,2,4,12.875010571348897,2,0,273,275,2025,10,2
4,19,0,284,3,3,5,6,11.72621789623995,4,0,287,288,2025,10,2
5,23,0,415,4,3,5,6,12.034690423384534,4,0,419,418,2025,6,3
2,20,3,81,1,6,5,7,6.250892206693832,8,0,82,80,2025,4,12
2,23,1,118,2,0,1,3,11.576616070085429,1,0,120,124,2025,5,24
1,12,3,175,16,8,4,6,4.413238911352485,9,0,191,200,2025,5,12
1,22,2,405,8,0,1,1,6.722824773057247,1,0,413,419,2025,8,18
0,11,1,115,10,2,3,3,10.120023610902097,3,0,125,131,2025,10,17
1,22,1,337,2,3,5,5,11.219313781885717,4,0,339,341,2025,11,24
4,10,1,127,9,0,1,1,11.990994797656931,1,0,136,142,2025,5,8
0,11,0,98,9,0,1,1,10.393665126024814,1,0,107,117,2025,8,15
2,10,2,22,4,1,1,1,5.969933237617995,2,0,26,30,2025,10,18
1,4,3,22,5,8,5,5,5.34740335672021,9,0,27,24,2025,2,10
0,16,1,251,19,3,4,5,11.240073293386176,4,0,270,289,2025,11,28
6,21,1,311,4,3,4,6,10.306293589744488,4,0,315,313,2025,10,29
1,10,2,116,9,5,4,4,6.220252203145708,6,0,125,129,2025,7,14
5,11,2,106,9,3,3,3,7.621208766901443,4,0,115,121,2025,2,25
1,23,3,289,4,4,2,3,4.40439411492061,5,0,293,290,2025,6,16
0,12,1,229,18,0,1,1,11.99840554302745,1,0,247,268,2025,9,19
0,8,3,44,3,2,2,3,6.190480030953895,3,0,47,48,2025,1,17
4,9,2,52,18,3,2,2,5.57653806402972,4,0,70,86,2025,12,4
5,17,3,458,3,6,4,4,4.835593095372832,8,0,461,458,2025,12,9
0,17,0,315,9,2,4,6,11.874002085062086,3,0,324,332,2025,1,10
6,19,1,359,4,0,1,1,12.549016954907293,1,0,363,369,2025,7,30
4,1,1,16,3,2,3,3,11.9253689818725,3,0,19,19,2025,4,17
5,18,1,333,4,1,2,3,8.574336371884847,2,0,337,343,2025,10,28
0,18,0,314,4,1,2,3,9.050288833337998,2,0,318,318,2025,4,4
4,10,3,81,5,3,2,3,4.715586730203416,4,0,86,91,2025,3,6
1,6,0,37,4,1,2,4,9.71347520541502,2,0,41,46,2025,9,22
4,16,1,214,9,0,1,3,12.789682221044714,1,0,223,229,2025,9,4
5,20,1,345,0,2,4,5,12.71185527482728,3,0,345,345,2025,10,14
6,6,3,53,4,1,1,3,4.808727726558939,2,0,57,62,2025,12,3
0,6,2,51,4,3,3,4,7.847744798569817,4,0,55,53,2025,9,26
4,4,1,16,7,1,2,3,10.072053570951862,2,0,23,26,2025,9,18
1,8,1,47,2,1,2,4,11.051218912267773,2,0,49,52,2025,4,28
0,1,0,6,3,3,4,6,10.237790689423033,4,0,9,9,2025,5,9
2,9,0,21,5,4,5,7,8.623815574654909,6,0,26,27,2025,10,11
2,6,3,0,3,5,3,4,5.238410764303011,6,0,3,1,2025,1,4
5,4,0,0,1,2,4,5,11.604089971339436,3,0,1,2,2025,4,29
4,5,1,34,2,0,1,1,10.852277900006582,1,0,36,36,2025,8,21
5,18,0,336,6,4,4,5,8.120803028057898,5,0,342,341,2025,3,4
3,3,1,0,0,3,4,4,10.562386346804104,4,1,0,0,2025,8,17
6,5,1,30,4,0,1,2,14.076709131580078,1,0,34,36,2025,10,22
5,4,2,25,6,4,4,5,8.621287619322919,5,0,31,33,2025,10,21
1,23,1,288,2,2,3,3,11.663832897141132,3,0,290,292,2025,4,14
5,22,0,354,4,2,3,5,11.558645167658216,3,0,358,361,2025,11,11
5,8,2,8,6,2,3,5,8.843323053485472,3,0,14,21,2025,2,25
5,14,3,299,10,15,5,6,3.0,17,0,309,302,2025,9,30
5,9,2,98,9,1,1,3,6.276747144919036,2,0,107,117,2025,11,18
4,13,0,215,4,3,4,6,10.403664253621145,4,0,219,220,2025,11,20
4,10,1,104,3,3,5,6,11.897008791297552,4,0,107,104,2025,8,7
4,16,0,254,5,1,2,4,8.73974382068088,2,0,259,265,2025,6,5
1,17,3,287,10,7,4,5,5.266960062808074,8,0,297,299,2025,4,7
6,17,3,350,14,7,4,5,5.059482537414464,8,0,364,369,2025,9,17
0,17,3,293,12,1,1,1,5.486617644973642,2,0,305,318,2025,10,31
2,17,1,82,4,3,4,4,11.26906448204906,4,0,86,85,2025,8,2
3,7,1,5,0,0,1,3,9.269086273150515,1,0,5,4,2025,1,26
3,12,3,36,2,7,5,7,6.053636060976373,8,0,38,36,2025,3,9
0,10,2,124,16,2,2,2,7.010117932142558,3,0,140,152,2025,8,22
3,8,3,0,1,8,5,5,5.384570980449532,9,0,1,0,2025,7,13
3,11,0,14,5,4,5,5,10.729718100328313,5,0,19,22,2025,8,31
2,0,1,3,1,2,3,3,11.877812272348445,3,0,4,2,2025,3,1
0,5,1,62,5,0,1,2,11.118228171389278,1,0,67,71,2025,3,7
4,13,2,227,7,0,1,3,6.778943273551704,1,0,234,244,2025,1,23
1,21,1,336,4,2,4,6,14.638363444826672,3,0,340,341,2025,3,3
0,9,2,91,12,3,2,2,5.062244845895254,4,0,103,109,2025,3,14
1,18,1,297,4,1,3,5,14.31986237296727,2,0,301,302,2025,7,7
6,6,0,52,7,6,5,6,6.300960964380778,8,0,59,60,2025,6,25
1,1,1,2,2,3,5,5,11.247624514588608,4,0,4,4,2025,6,30
5,3,2,36,6,1,1,3,6.163066663419919,2,0,42,50,2025,9,23
6,7,2,67,2,4,5,7,9.858505358210127,5,0,69,65,2025,4,30
5,22,0,373,2,5,5,6,7.55283479067049,7,0,375,370,2025,3,11
5,6,1,15,2,1,2,2,10.810510949885574,2,1,17,18,2025,8,12
5,2,1,23,4,3,5,5,12.070086304859082,4,0,27,26,2025,8,19
1,9,2,91,5,1,1,2,5.196190350169218,2,0,96,103,2025,10,13
2,18,0,70,3,3,4,4,10.477688465803444,4,0,73,72,2025,3,22
5,7,2,19,4,4,3,5,6.180230930004908,5,0,23,22,2025,5,6
4,6,3,17,5,4,5,6,9.171675786453791,5,0,22,25,2025,1,2
6,22,1,330,2,1,2,2,10.479038491619622,2,0,332,335,2025,3,5
2,20,0,129,3,2,3,5,9.89950265996801,3,0,132,136,2025,4,5
1,15,0,278,5,4,5,6,9.97424799844039,5,0,283,284,2025,12,8
1,3,2,20,4,3,3,3,7.097412485348997,4,0,24,22,2025,6,16
3,13,1,54,0,0,1,2,12.11989344717911,1,0,54,55,2025,4,13
6,22,1,337,5,1,3,5,12.10753045936504,2,0,342,349,2025,1,8
5,22,1,396,5,1,2,3,12.165341639296066,2,0,401,405,2025,7,22
0,7,1,33,4,3,5,5,12.376399895688165,4,0,37,35,2025,5,16
2,13,1,49,4,3,4,4,11.291868864138198,4,0,53,57,2025,11,8
3,14,1,61,9,2,4,5,13.70242950199623,3,0,70,79,2025,9,21
5,0,1,18,5,2,4,4,14.565854810844847,3,0,23,24,2025,5,20
5,9,0,82,3,5,5,5,8.935770753271704,6,0,85,82,2025,9,23
1,5,0,7,4,3,4,4,10.725196040687118,4,0,11,14,2025,10,6
2,19,0,100,1,1,2,2,9.72009427934224,2,0,101,100,2025,11,22
2,12,0,64,10,1,2,4,9.614886303158038,2,0,74,84,2025,6,21
2,18,0,128,4,1,2,4,9.747646560098069,2,0,132,132,2025,4,5
3,3,0,3,3,0,1,1,8.667421868593573,1,0,6,9,2025,9,21
4,0,1,9,4,0,1,2,11.910735928256694,1,0,13,19,2025,7,31
6,0,1,0,2,2,4,4,11.50415887496176,3,0,2,1,2025,1,8
4,7,1,45,5,2,4,4,13.601302957472171,3,0,50,53,2025,8,21
5,3,1,29,9,0,2,2,14.069853889139177,1,0,38,48,2025,9,16
4,4,2,30,2,2,3,5,8.969908692513059,3,0,32,33,2025,6,19
5,13,3,196,4,1,1,3,6.435698169208676,2,0,200,206,2025,4,22
6,13,2,228,4,1,2,4,8.210762469028355,2,0,232,236,2025,2,26
5,21,3,414,3,3,3,4,7.476821098247253,4,0,417,416,2025,12,2
3,16,1,84,7,3,5,6,12.483653326951762,4,0,91,94,2025,5,11
5,22,2,336,2,6,3,3,4.137248093489907,7,0,338,334,2025,10,7
5,7,0,45,6,4,5,6,11.102349589906186,5,0,51,56,2025,6,24
4,14,2,188,10,6,5,6,7.562724998662578,7,0,198,201,2025,3,13
5,23,2,349,4,4,5,6,7.917043379665544,6,0,353,354,2025,10,14
0,19,2,293,6,1,2,4,8.597140671558412,2,0,299,303,2025,6,13
0,8,0,56,7,1,2,2,9.5202068546784,2,0,63,70,2025,4,4
0,23,3,315,1,2,2,3,5.959265792605688,3,0,316,313,2025,11,21
2,18,1,83,1,2,4,4,14.177046003294176,3,0,84,83,2025,9,6
5,14,0,202,5,1,2,4,8.32887619330906,2,0,207,208,2025,11,11
2,12,1,34,5,2,3,5,11.09753175096889,3,0,39,43,2025,5,24
1,19,1,345,4,5,5,6,8.275558736396814,6,0,349,346,2025,9,1
4,16,2,219,10,2,2,3,5.92950346382402,3,0,229,238,2025,8,21
3,15,1,59,2,0,1,1,14.854911849712884,1,0,61,66,2025,9,21
3,10,1,37,8,0,1,2,12.94662602411562,1,0,45,55,2025,3,30
2,16,0,108,1,3,4,5,9.982271862935969,4,0,109,110,2025,3,15
4,23,2,366,2,2,2,3,6.331244374000272,3,0,368,366,2025,5,29
4,18,1,321,3,2,4,4,14.666121428716792,3,0,324,322,2025,1,30
4,9,1,53,7,3,5,7,12.014543555101769,4,0,60,67,2025,9,18
4,4,3,41,6,3,2,3,5.677760148350097,4,0,47,52,2025,10,16
4,0,3,0,4,7,4,4,5.1357374105334666,8,0,4,1,2025,9,18
5,14,2,207,19,5,5,5,7.97075677171043,6,0,226,239,2025,8,19
3,6,2,0,1,7,4,5,4.492908685392121,9,0,1,0,2025,1,12
6,21,3,307,4,7,3,5,3.4938437829451696,9,0,311,305,2025,9,24
2,0,0,4,3,3,4,6,11.297535030528037,4,0,7,7,2025,11,1
6,11,0,177,3,2,4,6,12.5353879789388,3,0,180,182,2025,2,26
0,2,1,28,2,1,2,2,12.383126438498074,2,0,30,32,2025,7,25
3,14,3,40,4,1,1,1,6.634668662565835,2,0,44,46,2025,3,9
6,12,0,218,9,3,5,7,10.361551327748334,5,0,227,231,2025,4,30
2,20,1,39,2,0,2,3,15.260775061152382,1,0,41,46,2025,2,22
2,5,0,1,1,0,1,1,10.053608666677308,1,0,2,6,2025,5,24
6,16,1,255,5,1,3,4,15.50858494977692,2,0,260,263,2025,8,6
0,8,3,67,3,5,3,4,5.413875000768508,6,0,70,67,2025,4,25
4,12,2,203,14,3,3,4,8.317890133149989,4,0,217,227,2025,6,26
0,10,0,111,7,6,5,5,6.083007729809104,8,0,118,121,2025,7,4
1,23,1,342,0,2,4,5,11.644095757396084,3,0,342,338,2025,1,20
4,16,1,269,5,3,5,7,13.10513847526452,4,0,274,275,2025,6,19
0,13,0,171,6,1,2,3,10.559815030900502,2,0,177,182,2025,10,31
5,3,0,17,4,1,2,4,10.534496253628696,2,0,21,23,2025,11,4
0,2,2,14,2,3,2,3,4.663949518130799,4,0,16,13,2025,8,29
2,23,0,94,2,0,1,1,10.660831034324644,1,0,96,96,2025,10,11
6,10,2,129,12,3,3,5,7.44019985810831,4,0,141,151,2025,2,12
1,19,3,333,1,4,3,3,5.793124441591512,5,0,334,329,2025,7,28
5,3,1,21,4,3,5,6,12.23013255144544,4,0,25,26,2025,2,4
0,21,1,321,5,0,1,3,14.143003437645357,1,0,326,330,2025,6,13
4,19,0,337,5,2,2,3,6.893269545761165,3,0,342,348,2025,9,25
4,11,3,160,10,2,2,2,7.473310296144509,3,0,170,175,2025,9,25
0,17,1,278,10,1,2,2,12.148783049585004,2,0,288,300,2025,10,31
1,1,2,27,4,1,2,2,9.25183904958121,2,0,31,32,2025,10,13
6,16,0,241,10,2,2,3,7.020983547266152,3,0,251,261,2025,3,12
6,19,3,314,4,5,3,5,4.756052141970493,6,0,318,315,2025,11,26
1,4,0,19,4,3,4,6,9.910061881439043,4,0,23,22,2025,9,1
3,17,2,63,5,3,3,4,8.102860305814682,4,0,68,68,2025,1,26
3,10,1,18,3,3,4,5,10.99028696803607,4,0,21,22,2025,7,6
4,15,0,260,9,1,2,4,8.80943979460912,2,0,269,278,2025,12,11
6,13,3,183,3,4,3,3,6.534076542071007,5,0,186,186,2025,6,4
1,3,3,9,4,2,1,1,3.0,3,0,13,18,2025,3,31
5,16,3,397,5,9,4,6,3.276293732347394,12,1,402,399,2025,9,30
6,15,3,223,7,6,4,5,5.49845160507526,7,0,230,231,2025,8,6
1,10,1,118,1,1,2,3,12.70447819680554,2,0,119,118,2025,8,18
5,20,1,407,4,3,4,5,10.964544790287905,4,0,411,409,2025,8,5
4,16,1,291,1,3,4,6,9.975597418103789,4,0,292,290,2025,1,16
0,6,0,16,1,5,5,7,7.719412762835192,6,1,17,12,2025,1,10
1,4,1,37,4,4,5,5,10.724460291321185,5,0,41,39,2025,11,3
2,7,3,1,2,1,1,2,4.944201359914648,2,0,3,6,2025,3,29
4,2,2,19,1,5,5,6,7.007271325848301,7,0,20,18,2025,3,6
0,4,2,17,4,1,1,1,5.448493308138144,2,0,21,27,2025,4,4
0,23,3,370,6,12,4,6,3.104067021862285,13,0,376,368,2025,7,4
2,3,3,2,2,2,2,4,5.968375840388617,3,0,4,3,2025,11,29
0,3,1,35,6,1,2,4,11.765573609864289,2,0,41,43,2025,7,11
2,0,1,1,2,1,3,5,14.452388076593191,2,0,3,5,2025,1,18
5,5,0,23,2,3,4,5,10.569643347375942,4,0,25,21,2025,4,8
0,22,0,415,4,0,1,1,8.705316113076991,1,0,419,421,2025,6,6
4,6,2,34,3,1,2,3,8.523363425249084,2,0,37,38,2025,10,23
1,14,1,244,5,2,4,6,14.936508093165868,3,0,249,251,2025,8,25
3,15,1,49,6,3,5,7,12.914086154111544,4,0,55,57,2025,11,23
3,3,3,4,3,2,1,3,3.5194133704693247,3,0,7,11,2025,9,21
4,6,1,33,1,3,5,5,13.685520588110776,4,0,34,34,2025,5,8
4,23,2,304,2,1,2,2,9.387257132490763,2,0,306,310,2025,9,4
2,3,3,0,1,9,5,5,4.433085889135735,11,0,1,0,2025,5,10
3,16,1,89,2,0,2,2,13.860015817605989,1,0,91,94,2025,11,2
3,8,1,12,3,2,4,4,12.924132132314297,3,0,15,17,2025,7,20
5,23,0,414,3,2,3,4,9.188797623369831,3,0,417,417,2025,2,4
3,3,1,3,0,3,5,5,11.660363090610971,4,0,3,0,2025,7,20
3,4,1,8,4,1,2,4,11.242314977049803,2,0,12,17,2025,6,15
2,17,1,98,5,3,5,6,11.555363791703211,4,0,103,102,2025,11,22
5,22,3,391,8,0,1,2,6.796312428079252,1,0,399,406,2025,7,22
4,20,1,318,4,1,2,2,9.774555475093912,2,0,322,326,2025,8,21
4,18,1,359,3,0,1,3,9.27103905008384,1,0,362,368,2025,5,15
5,8,1,44,4,0,1,2,14.92243125689228,1,0,48,51,2025,9,9
4,14,3,218,9,1,1,1,6.638671683952784,2,0,227,236,2025,11,6
2,3,0,6,1,1,2,3,9.004570618850412,2,0,7,7,2025,7,26
0,13,3,234,5,5,3,4,4.882781918495035,6,0,239,239,2025,1,31
0,6,0,52,4,2,4,6,11.80835104780618,3,0,56,61,2025,7,25
0,1,1,12,6,2,4,4,11.877599212554264,3,0,18,25,2025,10,24
5,2,0,13,4,4,5,6,9.981654541699369,5,0,17,15,2025,4,22
3,23,1,45,3,1,2,4,10.017374425090104,2,0,48,50,2025,6,29
1,13,1,198,4,1,3,5,12.176922036100816,2,0,202,204,2025,9,22
3,5,1,0,2,2,4,5,12.803882667527768,3,0,2,3,2025,3,2
0,20,3,322,1,2,2,2,5.9098947025025375,3,0,323,323,2025,9,12
1,14,3,253,9,1,1,2,5.52497278026973,2,0,262,270,2025,11,17
1,3,3,18,2,1,1,1,5.173196994706173,2,0,20,22,2025,10,6
0,19,1,298,6,2,5,6,15.612189012201174,3,0,304,305,2025,7,18
1,14,1,222,5,1,2,4,11.304333799201087,2,0,227,231,2025,1,27
1,21,1,394,7,1,2,2,12.29188575369551,2,0,401,410,2025,6,2
6,5,0,8,5,4,5,6,11.052037786735369,5,0,13,13,2025,12,10
5,20,1,361,3,0,2,2,13.585099372045228,1,0,364,366,2025,3,11
4,16,1,252,9,2,5,7,14.44802303320078,3,0,261,268,2025,9,11
3,18,1,87,0,2,3,4,10.768721396730102,3,1,87,82,2025,5,11
0,19,2,320,3,7,5,5,6.4698151112839,8,0,323,321,2025,11,28
2,1,1,4,4,3,5,6,13.862163922926214,4,0,8,6,2025,9,27
5,17,0,335,10,3,4,6,7.690810260370476,5,0,345,353,2025,9,2
6,22,1,289,7,2,4,6,13.2949485728563,3,0,296,301,2025,9,3
1,1,2,13,2,2,2,4,7.995946051505173,3,0,15,17,2025,7,14
6,8,1,76,2,0,1,2,12.598915461472622,1,0,78,80,2025,7,30
4,22,1,313,5,2,4,6,13.289133864466152,3,0,318,319,2025,1,9
0,20,2,260,2,7,5,6,6.110410981391261,8,0,262,258,2025,4,18
5,9,2,135,9,0,1,3,7.143166725605954,1,0,144,150,2025,11,18
3,17,2,92,3,5,4,4,6.178102025340673,6,0,95,96,2025,7,6
1,11,1,192,9,0,1,1,12.023215580461692,1,0,201,213,2025,9,8
1,23,1,322,4,2,3,3,11.850949791486515,3,0,326,327,2025,3,24
2,12,1,49,2,2,4,5,14.049741429850672,3,0,51,53,2025,5,10
1,12,0,151,3,0,1,1,10.64250627591265,1,0,154,156,2025,11,10
6,2,2,12,5,3,3,4,7.818143532062848,4,0,17,18,2025,1,8
0,19,0,340,3,2,3,5,11.435975820569908,3,0,343,341,2025,5,2
6,15,1,270,3,2,4,6,12.134418010720744,3,0,273,277,2025,8,27
0,13,1,149,4,3,4,6,10.10116214387823,4,0,153,151,2025,8,15
6,10,3,135,9,6,5,7,5.663484458716475,9,0,144,149,2025,8,27
4,12,2,180,3,6,3,5,4.192738979652207,7,0,183,178,2025,2,20
1,13,0,140,5,2,3,4,11.8494509179321,3,0,145,146,2025,6,16
6,22,3,377,5,3,2,2,4.677219661534387,4,0,382,383,2025,11,5
3,11,0,30,6,1,2,3,13.074331206376344,2,0,36,38,2025,5,25
2,5,2,0,0,2,2,4,7.548257151853472,3,0,0,0,2025,9,27
1,10,3,98,7,5,3,4,4.984872928553377,6,0,105,107,2025,11,17
0,21,3,369,1,6,4,5,5.577959816216291,7,0,370,364,2025,7,4
1,3,1,28,4,1,3,4,13.631049515304886,2,0,32,38,2025,10,20
4,0,2,9,4,3,3,4,7.868104309472028,4,0,13,16,2025,2,13
1,21,1,305,3,2,4,4,11.52579982222826,3,0,308,312,2025,12,1
0,1,1,14,2,2,3,3,10.513070042476077,3,0,16,14,2025,7,4
5,17,3,292,7,8,5,5,4.983898894898764,10,0,299,299,2025,4,15
1,15,2,188,9,6,4,4,5.530262031793092,7,0,197,203,2025,3,17
0,1,1,11,2,0,1,2,11.909536221986883,1,0,13,16,2025,10,31
6,21,1,346,5,1,2,2,11.124281992925862,2,0,351,353,2025,1,29
0,4,1,35,0,0,1,2,10.671810180973504,1,0,35,36,2025,5,16
6,2,1,17,5,4,5,5,10.430846594963173,5,0,22,26,2025,8,13
4,19,1,305,3,2,4,5,14.4400010161152,3,0,308,309,2025,9,18
3,15,1,48,2,4,5,5,10.751257172082877,5,0,50,48,2025,10,12
5,23,0,281,3,3,4,6,9.835431306307424,4,0,284,285,2025,5,6
1,21,2,346,6,0,1,2,7.028876040433263,1,0,352,359,2025,11,10
3,6,3,7,1,1,1,2,5.788555467232646,2,1,8,5,2025,1,19
5,10,3,113,14,5,5,5,6.852785501516268,7,0,127,139,2025,7,1
5,16,1,316,9,1,3,5,16.21643631924116,2,0,325,336,2025,8,12
6,22,1,363,4,2,4,5,12.496476467682804,3,0,367,372,2025,8,27
6,10,1,119,5,3,5,7,12.567111854061734,4,0,124,128,2025,3,5
6,20,3,312,7,6,4,4,5.120708152942939,8,0,319,318,2025,8,6
1,15,3,205,16,1,1,1,5.6906871577674245,2,0,221,239,2025,3,24
4,0,1,1,1,3,5,5,11.78355042400134,4,0,2,0,2025,1,30
3,23,3,91,2,3,3,4,6.726592813996364,4,0,93,94,2025,11,2
1,7,2,47,4,5,5,5,7.800040088439917,6,0,51,53,2025,5,26
1,1,1,9,3,0,1,1,13.201513767882268,1,0,12,15,2025,8,18
2,19,1,101,3,1,2,2,10.039494105641335,2,0,104,103,2025,1,4
3,14,3,32,6,1,1,3,4.504676500220183,2,0,38,44,2025,10,26
5,12,2,203,12,2,2,3,7.651935884634004,3,0,215,225,2025,10,14
2,10,2,26,3,1,2,4,8.680855821813203,2,0,29,30,2025,11,15
6,15,2,292,3,0,1,1,6.858826329454174,1,0,295,299,2025,10,1
0,21,0,325,3,2,2,3,7.765502467913169,3,0,328,327,2025,11,28
0,14,1,216,12,0,1,1,13.446598441930869,1,0,228,240,2025,3,21
1,14,1,132,12,1,2,2,10.873397097895772,2,0,144,154,2025,9,15
6,22,3,307,4,2,1,2,3.0,3,0,311,316,2025,5,21
4,7,1,29,4,3,4,5,11.151008292806123,4,0,33,32,2025,8,28
3,1,3,0,2,7,3,3,3.620560504124998,8,0,2,0,2025,7,20
4,1,2,13,2,4,5,6,8.861147498911304,6,0,15,14,2025,7,24
0,5,2,23,4,4,4,4,8.185764339546292,5,0,27,28,2025,4,4
5,8,2,58,5,1,1,2,6.522813820009346,2,0,63,69,2025,2,4
3,1,2,0,0,3,3,4,8.248115779643037,4,0,0,0,2025,5,11
0,0,1,3,3,1,2,4,12.843791422212885,2,0,6,6,2025,1,24
0,21,2,289,2,6,3,5,3.6226704442048336,8,0,291,290,2025,8,8
6,3,3,46,5,2,1,2,3.0,3,0,51,51,2025,9,17
0,20,3,298,3,6,4,5,5.034702185093313,8,0,301,297,2025,5,30
1,0,1,2,4,2,3,5,11.239452828320958,3,0,6,11,2025,6,30
5,9,0,81,5,1,2,2,9.80197570129252,2,0,86,91,2025,10,14
